user_id,destination,age,nationality,interest,trip_cost_lkr,rating,tags,category,entry_fee_lkr,budget_level,trip_duration,travel_month,group_size
user_1066,Trincomalee,51,IT,relaxation,382871,4.7,"beach,nature,diving",Beach,0,high,4,2,6
user_1067,Kandy,63,US,relaxation,335823,2.8,"culture,history,temple",Cultural,1500,high,8,1,2
user_1068,Polonnaruwa,26,ES,photography,22779,3.5,"history,heritage,ruins",Heritage,3000,low,4,12,2
user_1069,Nuwara Eliya,29,AU,food,35429,4.3,"nature,scenic,tea",Nature,0,low,5,3,1
user_1070,Trincomalee,63,SG,culture,126259,3.0,"beach,nature,diving",Beach,0,medium,12,8,4
user_1071,Nuwara Eliya,48,UK,nature,303888,4.8,"nature,scenic,tea",Nature,0,high,1,10,2
user_1072,Ella,52,IT,hiking,407442,1.5,"nature,adventure,scenic",Nature,0,high,12,4,5
user_1073,Galle,61,UK,history,475753,2.8,"history,culture,beach",Heritage,0,high,7,11,2
user_1074,Polonnaruwa,55,IT,wildlife,60707,4.0,"history,heritage,ruins",Heritage,3000,medium,6,5,2
user_1075,Colombo,53,IN,hiking,293377,3.3,"urban,culture,food",City,0,high,13,3,4
user_1076,Mirissa,57,RU,relaxation,297285,3.2,"beach,nature,relaxation",Beach,0,high,3,11,5
user_1077,Ella,26,DE,nature,177794,1.7,"nature,adventure,scenic",Nature,0,high,10,4,6
user_1078,Colombo,28,ES,hiking,346095,4.3,"urban,culture,food",City,0,high,5,5,4
user_1079,Mirissa,52,JP,culture,104628,2.6,"beach,nature,relaxation",Beach,0,medium,6,12,6
user_1080,Ella,19,UK,photography,437888,3.9,"nature,adventure,scenic",Nature,0,high,11,4,2
user_1081,Sigiriya,40,MY,photography,370205,3.0,"history,nature,adventure",Heritage,4500,high,13,5,3
user_1082,Colombo,62,JP,photography,248689,5.0,"urban,culture,food",City,0,high,11,4,2
user_1083,Ella,21,CA,photography,436324,3.2,"nature,adventure,scenic",Nature,0,high,9,6,3
user_1084,Sigiriya,26,IT,photography,354394,3.5,"history,nature,adventure",Heritage,4500,high,3,7,2
user_1085,Anuradhapura,41,IT,history,63201,1.9,"history,heritage,culture",Heritage,3500,medium,8,7,1
user_1086,Colombo,55,MY,wildlife,457648,2.8,"urban,culture,food",City,0,high,12,12,1
user_1087,Trincomalee,18,SG,history,280508,3.0,"beach,nature,diving",Beach,0,high,8,10,4
user_1088,Colombo,58,DE,food,269059,4.9,"urban,culture,food",City,0,high,13,7,4
user_1089,Anuradhapura,55,NL,relaxation,79548,2.5,"history,heritage,culture",Heritage,3500,medium,10,5,3
user_1090,Sigiriya,18,FR,food,333767,1.7,"history,nature,adventure",Heritage,4500,high,7,2,3
user_1091,Trincomalee,37,US,relaxation,419863,2.8,"beach,nature,diving",Beach,0,high,3,12,4
user_1092,Nuwara Eliya,41,CA,nature,483271,2.5,"nature,scenic,tea",Nature,0,high,4,5,1
user_1093,Nuwara Eliya,63,SG,adventure,455317,3.3,"nature,scenic,tea",Nature,0,high,12,2,5
user_1094,Trincomalee,59,AU,culture,256281,4.7,"beach,nature,diving",Beach,0,high,9,1,5
user_1095,Colombo,41,JP,adventure,356002,2.2,"urban,culture,food",City,0,high,9,6,6
user_1096,Ella,24,NL,food,225793,1.3,"nature,adventure,scenic",Nature,0,high,1,1,4
user_1097,Ella,49,JP,beach,269407,2.2,"nature,adventure,scenic",Nature,0,high,5,6,6
user_1098,Polonnaruwa,58,RU,relaxation,89454,1.5,"history,heritage,ruins",Heritage,3000,medium,9,6,3
user_1099,Galle,47,IT,beach,189208,1.8,"history,culture,beach",Heritage,0,high,1,1,1
user_1100,Nuwara Eliya,42,DE,wildlife,196610,3.1,"nature,scenic,tea",Nature,0,high,7,7,6
user_1101,Galle,27,DE,relaxation,169059,3.4,"history,culture,beach",Heritage,0,high,8,12,6
user_1102,Nuwara Eliya,61,SG,food,70423,4.2,"nature,scenic,tea",Nature,0,medium,5,12,4
user_1103,Mirissa,45,NL,beach,454505,2.4,"beach,nature,relaxation",Beach,0,high,2,12,1
user_1104,Trincomalee,42,US,culture,124304,4.4,"beach,nature,diving",Beach,0,medium,14,8,2
user_1105,Galle,39,JP,relaxation,282473,1.7,"history,culture,beach",Heritage,0,high,6,4,5
user_1106,Ella,27,DE,relaxation,454609,4.4,"nature,adventure,scenic",Nature,0,high,8,4,2
user_1107,Nuwara Eliya,62,NL,hiking,179473,2.8,"nature,scenic,tea",Nature,0,high,6,1,3
user_1108,Galle,62,AU,wildlife,318019,2.3,"history,culture,beach",Heritage,0,high,8,8,6
user_1109,Sigiriya,20,CA,history,178296,2.5,"history,nature,adventure",Heritage,4500,high,11,1,2
user_1110,Trincomalee,47,IN,beach,138028,3.5,"beach,nature,diving",Beach,0,medium,14,6,1
user_1111,Anuradhapura,18,FR,food,107169,2.1,"history,heritage,culture",Heritage,3500,medium,4,10,1
user_1112,Sigiriya,52,RU,relaxation,75856,3.2,"history,nature,adventure",Heritage,4500,medium,14,7,1
user_1113,Trincomalee,59,RU,relaxation,390562,4.6,"beach,nature,diving",Beach,0,high,10,5,2
user_1114,Ella,47,ES,history,302872,4.8,"nature,adventure,scenic",Nature,0,high,9,5,2
user_1115,Galle,49,IT,history,94762,1.3,"history,culture,beach",Heritage,0,medium,2,11,1
user_1116,Nuwara Eliya,20,CN,wildlife,327201,4.2,"nature,scenic,tea",Nature,0,high,1,11,3
user_1117,Colombo,53,SG,hiking,407436,2.5,"urban,culture,food",City,0,high,14,11,1
user_1118,Colombo,21,JP,beach,180181,1.1,"urban,culture,food",City,0,high,4,10,2
user_1119,Sigiriya,52,FR,relaxation,98599,1.4,"history,nature,adventure",Heritage,4500,medium,12,7,6
user_1120,Nuwara Eliya,45,IN,nature,442025,4.3,"nature,scenic,tea",Nature,0,high,4,9,4
user_1121,Mirissa,26,MY,wildlife,279703,3.9,"beach,nature,relaxation",Beach,0,high,3,10,6
user_1122,Galle,42,CN,food,25889,3.7,"history,culture,beach",Heritage,0,low,3,12,6
user_1123,Galle,20,DE,relaxation,167972,3.5,"history,culture,beach",Heritage,0,high,1,8,6
user_1124,Mirissa,34,CA,photography,212136,1.7,"beach,nature,relaxation",Beach,0,high,7,3,3
user_1125,Anuradhapura,63,CA,food,490379,4.3,"history,heritage,culture",Heritage,3500,high,8,11,3
user_1126,Nuwara Eliya,18,AU,beach,309960,1.7,"nature,scenic,tea",Nature,0,high,5,12,5
user_1127,Sigiriya,59,IT,adventure,72693,3.9,"history,nature,adventure",Heritage,4500,medium,10,2,5
user_1128,Galle,18,FR,hiking,124329,1.0,"history,culture,beach",Heritage,0,medium,3,7,3
user_1129,Polonnaruwa,62,DE,history,419297,3.3,"history,heritage,ruins",Heritage,3000,high,2,12,6
user_1130,Galle,25,RU,beach,26606,4.4,"history,culture,beach",Heritage,0,low,5,7,6
user_1131,Colombo,49,AU,adventure,321580,3.0,"urban,culture,food",City,0,high,10,6,5
user_1132,Polonnaruwa,65,ES,nature,433154,3.2,"history,heritage,ruins",Heritage,3000,high,1,7,4
user_1133,Mirissa,47,UK,beach,439285,2.9,"beach,nature,relaxation",Beach,0,high,14,6,1
user_1134,Trincomalee,64,JP,wildlife,267820,1.1,"beach,nature,diving",Beach,0,high,5,7,2
user_1135,Nuwara Eliya,25,US,hiking,78866,3.4,"nature,scenic,tea",Nature,0,medium,4,2,5
user_1136,Polonnaruwa,60,MY,hiking,74486,4.9,"history,heritage,ruins",Heritage,3000,medium,3,7,3
user_1137,Polonnaruwa,39,AU,adventure,454032,3.4,"history,heritage,ruins",Heritage,3000,high,14,3,4
user_1138,Galle,51,ES,relaxation,127282,3.0,"history,culture,beach",Heritage,0,medium,1,10,3
user_1139,Galle,57,NL,relaxation,304539,2.9,"history,culture,beach",Heritage,0,high,3,7,5
user_1140,Mirissa,60,UK,history,297890,1.8,"beach,nature,relaxation",Beach,0,high,11,1,6
user_1141,Kandy,30,MY,food,177710,2.8,"culture,history,temple",Cultural,1500,high,9,9,4
user_1142,Colombo,51,JP,wildlife,212477,2.3,"urban,culture,food",City,0,high,2,9,5
user_1143,Ella,37,UK,nature,399420,4.6,"nature,adventure,scenic",Nature,0,high,7,8,2
user_1144,Colombo,56,US,culture,442206,4.5,"urban,culture,food",City,0,high,7,1,6
user_1145,Ella,24,IT,adventure,265712,2.5,"nature,adventure,scenic",Nature,0,high,13,2,1
user_1146,Kandy,38,ES,nature,228725,2.3,"culture,history,temple",Cultural,1500,high,6,1,1
user_1147,Nuwara Eliya,60,ES,hiking,142345,4.0,"nature,scenic,tea",Nature,0,medium,5,11,2
user_1148,Trincomalee,48,UK,wildlife,259926,2.7,"beach,nature,diving",Beach,0,high,3,11,3
user_1149,Colombo,59,US,photography,98050,4.5,"urban,culture,food",City,0,medium,9,8,4
user_1150,Ella,57,FR,history,484339,3.6,"nature,adventure,scenic",Nature,0,high,11,6,1
user_1151,Galle,53,CN,hiking,302232,3.9,"history,culture,beach",Heritage,0,high,1,5,6
user_1152,Mirissa,18,CN,history,405814,4.7,"beach,nature,relaxation",Beach,0,high,6,7,3
user_1153,Nuwara Eliya,33,NL,photography,61351,1.7,"nature,scenic,tea",Nature,0,medium,14,5,2
user_1154,Nuwara Eliya,61,DE,relaxation,248472,4.5,"nature,scenic,tea",Nature,0,high,3,9,5
user_1155,Trincomalee,49,FR,photography,488523,5.0,"beach,nature,diving",Beach,0,high,13,9,2
user_1156,Colombo,61,IN,nature,413346,3.1,"urban,culture,food",City,0,high,9,9,3
user_1157,Sigiriya,48,MY,adventure,38633,5.0,"history,nature,adventure",Heritage,4500,low,14,9,1
user_1158,Anuradhapura,24,AU,nature,444139,4.1,"history,heritage,culture",Heritage,3500,high,7,8,3
user_1159,Anuradhapura,49,JP,nature,465138,3.4,"history,heritage,culture",Heritage,3500,high,11,10,4
user_1160,Mirissa,54,IT,hiking,16410,1.1,"beach,nature,relaxation",Beach,0,low,12,1,3
user_1161,Galle,31,MY,hiking,42875,3.3,"history,culture,beach",Heritage,0,low,4,4,5
user_1162,Anuradhapura,38,CA,nature,471185,1.9,"history,heritage,culture",Heritage,3500,high,14,2,1
user_1163,Trincomalee,42,MY,photography,159059,3.1,"beach,nature,diving",Beach,0,high,4,11,1
user_1164,Nuwara Eliya,61,CA,beach,437061,3.6,"nature,scenic,tea",Nature,0,high,7,12,3
user_1165,Galle,27,CA,beach,233672,4.1,"history,culture,beach",Heritage,0,high,2,8,5
user_1166,Anuradhapura,51,AU,relaxation,404447,1.4,"history,heritage,culture",Heritage,3500,high,3,7,1
user_1167,Anuradhapura,20,MY,beach,147507,2.0,"history,heritage,culture",Heritage,3500,medium,14,7,4
user_1168,Nuwara Eliya,22,RU,adventure,268369,1.7,"nature,scenic,tea",Nature,0,high,3,4,3
user_1169,Polonnaruwa,43,DE,relaxation,272687,3.6,"history,heritage,ruins",Heritage,3000,high,11,6,2
user_1170,Nuwara Eliya,63,JP,relaxation,197818,1.2,"nature,scenic,tea",Nature,0,high,10,5,2
user_1171,Colombo,26,UK,adventure,492183,2.9,"urban,culture,food",City,0,high,3,11,4
user_1172,Colombo,56,IN,nature,320529,4.0,"urban,culture,food",City,0,high,12,12,4
user_1173,Ella,58,SG,food,226486,3.0,"nature,adventure,scenic",Nature,0,high,10,1,3
user_1174,Galle,28,RU,adventure,494605,4.5,"history,culture,beach",Heritage,0,high,9,6,1
user_1175,Nuwara Eliya,63,US,relaxation,113567,3.4,"nature,scenic,tea",Nature,0,medium,2,6,1
user_1176,Galle,44,MY,nature,81199,1.7,"history,culture,beach",Heritage,0,medium,1,1,3
user_1177,Anuradhapura,43,FR,food,71237,3.8,"history,heritage,culture",Heritage,3500,medium,7,6,6
user_1178,Polonnaruwa,29,US,food,45280,2.1,"history,heritage,ruins",Heritage,3000,low,14,12,4
user_1179,Anuradhapura,54,JP,adventure,155066,3.8,"history,heritage,culture",Heritage,3500,high,10,1,5
user_1180,Nuwara Eliya,31,UK,nature,372112,1.4,"nature,scenic,tea",Nature,0,high,9,8,6
user_1181,Mirissa,61,CN,history,319813,2.7,"beach,nature,relaxation",Beach,0,high,10,6,4
user_1182,Kandy,45,DE,beach,100613,3.3,"culture,history,temple",Cultural,1500,medium,7,5,2
user_1183,Anuradhapura,62,SG,history,60903,2.5,"history,heritage,culture",Heritage,3500,medium,9,1,3
user_1184,Mirissa,40,CN,wildlife,477636,2.1,"beach,nature,relaxation",Beach,0,high,7,10,2
user_1185,Trincomalee,36,US,photography,418432,3.0,"beach,nature,diving",Beach,0,high,3,1,4
user_1186,Kandy,28,NL,history,315852,4.1,"culture,history,temple",Cultural,1500,high,2,5,5
user_1187,Anuradhapura,29,CA,beach,434665,1.8,"history,heritage,culture",Heritage,3500,high,5,3,4
user_1188,Kandy,46,IT,history,371096,4.2,"culture,history,temple",Cultural,1500,high,10,4,5
user_1189,Ella,18,CN,adventure,271371,2.6,"nature,adventure,scenic",Nature,0,high,1,1,6
user_1190,Galle,47,CA,photography,26729,1.6,"history,culture,beach",Heritage,0,low,12,1,6
user_1191,Nuwara Eliya,65,CN,photography,203271,2.1,"nature,scenic,tea",Nature,0,high,6,9,4
user_1192,Mirissa,35,CA,beach,323385,1.5,"beach,nature,relaxation",Beach,0,high,6,2,1
user_1193,Anuradhapura,33,MY,nature,329658,4.4,"history,heritage,culture",Heritage,3500,high,3,10,5
user_1194,Galle,32,ES,wildlife,119126,3.6,"history,culture,beach",Heritage,0,medium,13,9,4
user_1195,Nuwara Eliya,40,UK,photography,347473,1.4,"nature,scenic,tea",Nature,0,high,13,4,4
user_1196,Nuwara Eliya,44,IN,wildlife,36253,4.0,"nature,scenic,tea",Nature,0,low,13,1,6
user_1197,Sigiriya,62,CA,history,317231,1.1,"history,nature,adventure",Heritage,4500,high,14,9,3
user_1198,Galle,56,SG,food,469390,2.8,"history,culture,beach",Heritage,0,high,13,8,3
user_1199,Ella,62,AU,history,62127,2.7,"nature,adventure,scenic",Nature,0,medium,14,9,2
user_1200,Polonnaruwa,37,US,nature,375786,2.1,"history,heritage,ruins",Heritage,3000,high,10,1,3
user_1201,Trincomalee,52,UK,relaxation,381041,4.7,"beach,nature,diving",Beach,0,high,3,9,5
user_1202,Polonnaruwa,34,MY,wildlife,363285,3.4,"history,heritage,ruins",Heritage,3000,high,1,5,1
user_1203,Nuwara Eliya,43,FR,history,53730,4.8,"nature,scenic,tea",Nature,0,medium,7,7,5
user_1204,Sigiriya,22,MY,hiking,186775,4.9,"history,nature,adventure",Heritage,4500,high,1,5,2
user_1205,Sigiriya,36,RU,nature,231404,3.0,"history,nature,adventure",Heritage,4500,high,13,12,6
user_1206,Kandy,32,JP,hiking,106806,1.3,"culture,history,temple",Cultural,1500,medium,12,9,3
user_1207,Mirissa,21,SG,hiking,351203,1.5,"beach,nature,relaxation",Beach,0,high,13,9,6
user_1208,Ella,25,JP,wildlife,373827,1.8,"nature,adventure,scenic",Nature,0,high,5,6,2
user_1209,Anuradhapura,40,FR,photography,115331,3.7,"history,heritage,culture",Heritage,3500,medium,6,8,3
user_1210,Anuradhapura,64,CN,relaxation,497529,1.2,"history,heritage,culture",Heritage,3500,high,7,11,2
user_1211,Colombo,45,IT,relaxation,28440,4.4,"urban,culture,food",City,0,low,9,12,6
user_1212,Polonnaruwa,30,FR,relaxation,45635,3.4,"history,heritage,ruins",Heritage,3000,low,5,6,5
user_1213,Trincomalee,31,IT,history,396431,2.3,"beach,nature,diving",Beach,0,high,12,4,2
user_1214,Polonnaruwa,37,AU,hiking,236932,3.7,"history,heritage,ruins",Heritage,3000,high,2,3,1
user_1215,Ella,55,RU,food,407061,3.4,"nature,adventure,scenic",Nature,0,high,11,5,4
user_1216,Sigiriya,55,IN,wildlife,316227,3.9,"history,nature,adventure",Heritage,4500,high,10,5,6
user_1217,Nuwara Eliya,43,IT,beach,284350,1.8,"nature,scenic,tea",Nature,0,high,6,9,6
user_1218,Mirissa,64,CA,photography,34228,2.5,"beach,nature,relaxation",Beach,0,low,4,12,4
user_1219,Trincomalee,37,CA,culture,273474,4.6,"beach,nature,diving",Beach,0,high,10,10,4
user_1220,Galle,34,NL,history,99151,3.4,"history,culture,beach",Heritage,0,medium,13,9,3
user_1221,Nuwara Eliya,49,FR,beach,67041,2.3,"nature,scenic,tea",Nature,0,medium,7,6,5
user_1222,Kandy,33,FR,food,375677,2.8,"culture,history,temple",Cultural,1500,high,11,5,4
user_1223,Mirissa,21,DE,food,59338,4.5,"beach,nature,relaxation",Beach,0,medium,3,4,6
user_1224,Nuwara Eliya,65,US,food,23731,4.2,"nature,scenic,tea",Nature,0,low,9,1,5
user_1225,Ella,29,JP,photography,267022,1.3,"nature,adventure,scenic",Nature,0,high,7,5,2
user_1226,Sigiriya,39,CA,beach,356273,1.1,"history,nature,adventure",Heritage,4500,high,14,9,1
user_1227,Nuwara Eliya,64,IN,beach,37599,4.3,"nature,scenic,tea",Nature,0,low,4,9,4
user_1228,Colombo,40,DE,relaxation,291587,1.3,"urban,culture,food",City,0,high,8,1,6
user_1229,Mirissa,62,CN,hiking,383285,1.3,"beach,nature,relaxation",Beach,0,high,3,9,5
user_1230,Kandy,48,JP,nature,238707,2.2,"culture,history,temple",Cultural,1500,high,1,1,4
user_1231,Mirissa,30,RU,culture,124436,4.7,"beach,nature,relaxation",Beach,0,medium,13,11,2
user_1232,Trincomalee,54,NL,relaxation,83662,1.0,"beach,nature,diving",Beach,0,medium,7,2,4
user_1233,Ella,57,RU,adventure,164510,2.5,"nature,adventure,scenic",Nature,0,high,9,5,1
user_1234,Kandy,46,CN,beach,240149,2.3,"culture,history,temple",Cultural,1500,high,5,11,1
user_1235,Colombo,44,ES,history,232924,2.4,"urban,culture,food",City,0,high,14,11,3
user_1236,Sigiriya,30,RU,wildlife,339954,1.8,"history,nature,adventure",Heritage,4500,high,13,5,5
user_1237,Polonnaruwa,38,RU,wildlife,43714,4.2,"history,heritage,ruins",Heritage,3000,low,9,3,4
user_1238,Polonnaruwa,38,DE,hiking,459665,1.6,"history,heritage,ruins",Heritage,3000,high,11,11,2
user_1239,Ella,32,MY,nature,252257,1.5,"nature,adventure,scenic",Nature,0,high,12,3,4
user_1240,Anuradhapura,36,CN,culture,287896,2.5,"history,heritage,culture",Heritage,3500,high,12,3,6
user_1241,Kandy,42,MY,history,300702,2.0,"culture,history,temple",Cultural,1500,high,2,6,1
user_1242,Sigiriya,35,MY,hiking,323130,1.5,"history,nature,adventure",Heritage,4500,high,8,9,5
user_1243,Polonnaruwa,38,UK,nature,236932,4.8,"history,heritage,ruins",Heritage,3000,high,10,8,6
user_1244,Anuradhapura,19,FR,history,76135,1.7,"history,heritage,culture",Heritage,3500,medium,8,1,6
user_1245,Galle,52,CN,adventure,482644,2.6,"history,culture,beach",Heritage,0,high,4,6,1
user_1246,Galle,38,ES,culture,370968,4.9,"history,culture,beach",Heritage,0,high,11,6,3
user_1247,Nuwara Eliya,27,IT,beach,345206,1.5,"nature,scenic,tea",Nature,0,high,1,6,2
user_1248,Polonnaruwa,39,RU,photography,106154,1.4,"history,heritage,ruins",Heritage,3000,medium,12,1,5
user_1249,Trincomalee,31,IT,nature,464180,1.2,"beach,nature,diving",Beach,0,high,12,1,2
user_1250,Trincomalee,22,DE,relaxation,450361,2.1,"beach,nature,diving",Beach,0,high,1,7,6
user_1251,Trincomalee,64,IN,nature,244590,1.6,"beach,nature,diving",Beach,0,high,1,6,1
user_1252,Mirissa,39,NL,beach,393697,3.5,"beach,nature,relaxation",Beach,0,high,10,4,2
user_1253,Galle,37,ES,adventure,496736,1.0,"history,culture,beach",Heritage,0,high,11,10,4
user_1254,Kandy,29,US,photography,114757,2.0,"culture,history,temple",Cultural,1500,medium,9,9,6
user_1255,Trincomalee,20,NL,adventure,94733,3.7,"beach,nature,diving",Beach,0,medium,12,11,4
user_1256,Ella,31,ES,photography,283582,3.4,"nature,adventure,scenic",Nature,0,high,12,9,6
user_1257,Kandy,48,IN,nature,88667,4.4,"culture,history,temple",Cultural,1500,medium,11,9,1
user_1258,Trincomalee,55,NL,relaxation,43306,3.4,"beach,nature,diving",Beach,0,low,12,10,1
user_1259,Ella,54,RU,beach,35128,5.0,"nature,adventure,scenic",Nature,0,low,10,5,3
user_1260,Nuwara Eliya,29,SG,wildlife,373688,4.9,"nature,scenic,tea",Nature,0,high,6,10,1
user_1261,Ella,35,AU,wildlife,306542,3.2,"nature,adventure,scenic",Nature,0,high,11,1,1
user_1262,Kandy,38,CA,wildlife,155410,4.3,"culture,history,temple",Cultural,1500,high,3,9,3
user_1263,Trincomalee,45,CA,adventure,176635,3.8,"beach,nature,diving",Beach,0,high,4,9,4
user_1264,Polonnaruwa,35,ES,adventure,397369,4.1,"history,heritage,ruins",Heritage,3000,high,3,5,2
user_1265,Ella,55,IT,adventure,485000,3.4,"nature,adventure,scenic",Nature,0,high,5,12,4
