user_id,trip_day,timestamp,location,latitude,longitude,spending_lkr,cumulative_spend_lkr,daily_budget_lkr,dwell_time_minutes,is_overspending,activity_type,weather,replanning_triggered
tourist_9238,3,2024-11-11 14:00:00,Galle,6.057796,80.219681,523.05,10746.27,21803,139,0,sightseeing,rainy,0
tourist_9238,3,2024-11-11 15:00:00,Galle,6.04824,80.222123,816.88,11563.15,21803,118,0,transport,sunny,0
tourist_9238,3,2024-11-11 16:00:00,Galle,6.047126,80.213704,2161.85,13725.0,21803,44,0,sightseeing,sunny,0
tourist_9238,3,2024-11-11 17:00:00,Galle,6.060265,80.213664,472.31,14197.31,21803,122,0,food,sunny,0
tourist_9238,3,2024-11-11 18:00:00,Galle,6.044929,80.223741,1691.76,15889.07,21803,48,0,transport,rainy,0
tourist_9238,3,2024-11-11 19:00:00,Galle,6.045635,80.219489,2554.62,18443.69,21803,102,0,food,sunny,0
tourist_9238,3,2024-11-11 20:00:00,Galle,6.058362,80.211223,2965.22,21408.91,21803,173,0,accommodation,sunny,0
tourist_9238,3,2024-11-11 21:00:00,Galle,6.046844,80.217842,1020.61,22429.52,21803,91,1,shopping,rainy,0
tourist_9238,4,2024-11-12 08:00:00,Colombo,6.923019,79.870646,2195.35,2195.35,21803,16,0,shopping,rainy,0
tourist_9238,4,2024-11-12 09:00:00,Colombo,6.931452,79.866056,1168.8,3364.15,21803,38,0,sightseeing,sunny,0
tourist_9238,4,2024-11-12 10:00:00,Colombo,6.91891,79.851245,2332.95,5697.1,21803,68,0,shopping,cloudy,0
tourist_9238,4,2024-11-12 11:00:00,Colombo,6.927945,79.871069,1899.94,7597.04,21803,164,0,accommodation,cloudy,0
tourist_9238,4,2024-11-12 12:00:00,Colombo,6.931593,79.86672,2416.8,10013.84,21803,108,0,transport,rainy,0
tourist_9238,4,2024-11-12 13:00:00,Colombo,6.931262,79.860607,2549.9,12563.74,21803,165,0,shopping,cloudy,0
tourist_9238,4,2024-11-12 14:00:00,Colombo,6.923423,79.86505,896.44,13460.18,21803,44,0,shopping,cloudy,0
tourist_9238,4,2024-11-12 15:00:00,Colombo,6.932457,79.860498,2883.38,16343.56,21803,85,0,food,sunny,0
tourist_9238,4,2024-11-12 16:00:00,Colombo,6.935619,79.869876,593.2,16936.76,21803,160,0,accommodation,sunny,0
tourist_9238,4,2024-11-12 17:00:00,Colombo,6.929137,79.865324,539.82,17476.58,21803,141,0,transport,cloudy,0
tourist_9238,4,2024-11-12 18:00:00,Colombo,6.922987,79.86902,2841.87,20318.45,21803,165,0,sightseeing,rainy,0
tourist_9238,4,2024-11-12 19:00:00,Colombo,6.922251,79.855484,1682.52,22000.97,21803,49,1,transport,cloudy,0
tourist_9238,4,2024-11-12 20:00:00,Colombo,6.919571,79.855361,2759.95,24760.92,21803,39,1,accommodation,rainy,1
tourist_9238,4,2024-11-12 21:00:00,Colombo,6.919045,79.86563,2088.76,26849.68,21803,110,1,sightseeing,rainy,0
tourist_9238,5,2024-11-13 08:00:00,Nuwara Eliya,6.958801,80.790626,2203.96,2203.96,21803,117,0,sightseeing,cloudy,0
tourist_9238,5,2024-11-13 09:00:00,Nuwara Eliya,6.95797,80.797826,296.95,2500.91,21803,158,0,food,sunny,0
tourist_9238,5,2024-11-13 10:00:00,Nuwara Eliya,6.949304,80.781894,2598.66,5099.57,21803,154,0,transport,rainy,0
tourist_9238,5,2024-11-13 11:00:00,Nuwara Eliya,6.947472,80.78937,1481.1,6580.67,21803,176,0,accommodation,cloudy,0
tourist_9238,5,2024-11-13 12:00:00,Nuwara Eliya,6.959522,80.792202,2718.03,9298.7,21803,29,0,shopping,cloudy,0
tourist_9238,5,2024-11-13 13:00:00,Nuwara Eliya,6.947713,80.790076,1970.48,11269.18,21803,154,0,shopping,rainy,0
tourist_9238,5,2024-11-13 14:00:00,Nuwara Eliya,6.948183,80.798149,1548.64,12817.82,21803,171,0,transport,sunny,0
tourist_9238,5,2024-11-13 15:00:00,Nuwara Eliya,6.940998,80.780736,746.94,13564.76,21803,150,0,transport,rainy,0
tourist_9238,5,2024-11-13 16:00:00,Nuwara Eliya,6.95256,80.785204,885.6,14450.36,21803,137,0,transport,cloudy,0
tourist_9238,5,2024-11-13 17:00:00,Nuwara Eliya,6.941539,80.790248,556.85,15007.21,21803,160,0,transport,rainy,0
tourist_9238,5,2024-11-13 18:00:00,Nuwara Eliya,6.953598,80.780461,508.79,15516.0,21803,175,0,accommodation,rainy,0
tourist_9238,5,2024-11-13 19:00:00,Nuwara Eliya,6.945048,80.782595,1829.09,17345.09,21803,47,0,transport,rainy,0
tourist_9238,5,2024-11-13 20:00:00,Nuwara Eliya,6.947595,80.780813,1211.37,18556.46,21803,126,0,sightseeing,rainy,0
tourist_9238,5,2024-11-13 21:00:00,Nuwara Eliya,6.953264,80.780129,828.03,19384.49,21803,92,0,shopping,rainy,0
tourist_9238,6,2024-11-14 08:00:00,Ella,6.8663,81.050299,1414.02,1414.02,21803,138,0,accommodation,cloudy,0
tourist_9238,6,2024-11-14 09:00:00,Ella,6.871875,81.043556,1309.96,2723.98,21803,126,0,food,sunny,0
tourist_9238,6,2024-11-14 10:00:00,Ella,6.870062,81.052381,979.07,3703.05,21803,169,0,shopping,rainy,0
tourist_9238,6,2024-11-14 11:00:00,Ella,6.864977,81.051078,866.65,4569.7,21803,140,0,transport,cloudy,0
tourist_9238,6,2024-11-14 12:00:00,Ella,6.865099,81.04447,2539.75,7109.45,21803,178,0,shopping,sunny,0
tourist_9238,6,2024-11-14 13:00:00,Ella,6.858142,81.039868,1445.92,8555.37,21803,93,0,transport,rainy,0
tourist_9238,6,2024-11-14 14:00:00,Ella,6.865311,81.046317,1436.52,9991.89,21803,172,0,transport,sunny,0
tourist_9238,6,2024-11-14 15:00:00,Ella,6.869226,81.045844,1552.34,11544.23,21803,155,0,accommodation,sunny,0
tourist_9238,6,2024-11-14 16:00:00,Ella,6.875061,81.044992,388.88,11933.11,21803,18,0,accommodation,sunny,0
tourist_9238,6,2024-11-14 17:00:00,Ella,6.858401,81.043505,2129.47,14062.58,21803,145,0,sightseeing,sunny,0
tourist_9238,6,2024-11-14 18:00:00,Ella,6.870245,81.039957,808.54,14871.12,21803,65,0,transport,rainy,0
tourist_9238,6,2024-11-14 19:00:00,Ella,6.868931,81.044598,2627.91,17499.03,21803,163,0,shopping,rainy,0
tourist_9238,6,2024-11-14 20:00:00,Ella,6.87411,81.055016,556.69,18055.72,21803,64,0,accommodation,cloudy,0
tourist_9238,6,2024-11-14 21:00:00,Ella,6.859725,81.056189,677.01,18732.73,21803,26,0,sightseeing,cloudy,0
tourist_9238,7,2024-11-15 08:00:00,Nuwara Eliya,6.941204,80.790817,451.56,451.56,21803,33,0,shopping,cloudy,0
tourist_9238,7,2024-11-15 09:00:00,Nuwara Eliya,6.943782,80.784937,1045.31,1496.87,21803,17,0,sightseeing,rainy,0
tourist_9238,7,2024-11-15 10:00:00,Nuwara Eliya,6.951757,80.783517,1472.47,2969.34,21803,167,0,shopping,rainy,0
tourist_9238,7,2024-11-15 11:00:00,Nuwara Eliya,6.948879,80.783975,1297.95,4267.29,21803,77,0,food,cloudy,0
tourist_9238,7,2024-11-15 12:00:00,Nuwara Eliya,6.940437,80.786376,1296.08,5563.37,21803,52,0,transport,rainy,0
tourist_9238,7,2024-11-15 13:00:00,Nuwara Eliya,6.954096,80.779625,2627.48,8190.85,21803,175,0,sightseeing,rainy,0
tourist_9238,7,2024-11-15 14:00:00,Nuwara Eliya,6.958842,80.795409,2393.57,10584.42,21803,75,0,sightseeing,sunny,0
tourist_9238,7,2024-11-15 15:00:00,Nuwara Eliya,6.954523,80.789591,676.55,11260.97,21803,150,0,accommodation,sunny,0
tourist_9238,7,2024-11-15 16:00:00,Nuwara Eliya,6.955537,80.780578,1528.91,12789.88,21803,30,0,food,sunny,0
tourist_9238,7,2024-11-15 17:00:00,Nuwara Eliya,6.949883,80.792201,946.63,13736.51,21803,138,0,sightseeing,cloudy,0
tourist_9238,7,2024-11-15 18:00:00,Nuwara Eliya,6.950306,80.792337,2816.49,16553.0,21803,98,0,food,sunny,0
tourist_9238,7,2024-11-15 19:00:00,Nuwara Eliya,6.955413,80.788978,478.05,17031.05,21803,42,0,food,cloudy,0
tourist_9238,7,2024-11-15 20:00:00,Nuwara Eliya,6.955326,80.790584,757.18,17788.23,21803,97,0,accommodation,rainy,0
tourist_9238,7,2024-11-15 21:00:00,Nuwara Eliya,6.940581,80.784413,1996.06,19784.29,21803,88,0,accommodation,sunny,0
tourist_6042,1,2024-11-22 08:00:00,Mirissa,5.939843,80.47981,2283.09,2283.09,14433,88,0,shopping,rainy,0
tourist_6042,1,2024-11-22 09:00:00,Mirissa,5.938413,80.46999,704.11,2987.2,14433,71,0,food,sunny,0
tourist_6042,1,2024-11-22 10:00:00,Mirissa,5.940219,80.467087,1344.44,4331.64,14433,134,0,transport,rainy,0
tourist_6042,1,2024-11-22 11:00:00,Mirissa,5.946994,80.463666,2065.81,6397.45,14433,32,0,sightseeing,cloudy,0
tourist_6042,1,2024-11-22 12:00:00,Mirissa,5.946073,80.480304,906.36,7303.81,14433,144,0,accommodation,rainy,0
tourist_6042,1,2024-11-22 13:00:00,Mirissa,5.939757,80.462111,360.88,7664.69,14433,96,0,shopping,sunny,0
tourist_6042,1,2024-11-22 14:00:00,Mirissa,5.952683,80.474953,2510.89,10175.58,14433,139,0,accommodation,rainy,0
tourist_6042,1,2024-11-22 15:00:00,Mirissa,5.9515,80.473128,2788.46,12964.04,14433,158,0,accommodation,sunny,0
tourist_6042,1,2024-11-22 16:00:00,Mirissa,5.955162,80.480499,2818.77,15782.81,14433,80,1,food,rainy,0
tourist_6042,1,2024-11-22 17:00:00,Mirissa,5.947846,80.480688,2483.28,18266.09,14433,166,1,transport,rainy,0
tourist_6042,1,2024-11-22 18:00:00,Mirissa,5.945843,80.47988,844.36,19110.45,14433,142,1,sightseeing,cloudy,0
tourist_6042,1,2024-11-22 19:00:00,Mirissa,5.944895,80.468365,2221.45,21331.9,14433,167,1,shopping,rainy,0
tourist_6042,1,2024-11-22 20:00:00,Mirissa,5.945807,80.474012,2105.91,23437.81,14433,18,1,sightseeing,cloudy,0
tourist_6042,1,2024-11-22 21:00:00,Mirissa,5.941441,80.468602,2652.02,26089.83,14433,179,1,transport,sunny,1
tourist_6042,2,2024-11-23 08:00:00,Trincomalee,8.580696,81.219617,2338.29,2338.29,14433,78,0,food,cloudy,0
tourist_6042,2,2024-11-23 09:00:00,Trincomalee,8.593591,81.221209,1458.02,3796.31,14433,64,0,food,rainy,0
tourist_6042,2,2024-11-23 10:00:00,Trincomalee,8.58221,81.221753,261.75,4058.06,14433,130,0,accommodation,rainy,0
tourist_6042,2,2024-11-23 11:00:00,Trincomalee,8.585334,81.214545,2792.39,6850.45,14433,47,0,shopping,sunny,0
tourist_6042,2,2024-11-23 12:00:00,Trincomalee,8.584052,81.207535,1605.84,8456.29,14433,160,0,shopping,cloudy,0
tourist_6042,2,2024-11-23 13:00:00,Trincomalee,8.592949,81.221047,1475.81,9932.1,14433,55,0,transport,rainy,0
tourist_6042,2,2024-11-23 14:00:00,Trincomalee,8.58596,81.223406,389.14,10321.24,14433,64,0,shopping,sunny,0
tourist_6042,2,2024-11-23 15:00:00,Trincomalee,8.594546,81.212217,1811.59,12132.83,14433,79,0,transport,rainy,0
tourist_6042,2,2024-11-23 16:00:00,Trincomalee,8.587415,81.209938,662.53,12795.36,14433,62,0,sightseeing,rainy,0
tourist_6042,2,2024-11-23 17:00:00,Trincomalee,8.593939,81.211955,516.09,13311.45,14433,81,0,food,sunny,0
tourist_6042,2,2024-11-23 18:00:00,Trincomalee,8.584164,81.216921,2660.15,15971.6,14433,125,1,accommodation,cloudy,1
tourist_6042,2,2024-11-23 19:00:00,Trincomalee,8.590967,81.214948,2003.59,17975.19,14433,127,1,food,cloudy,0
tourist_6042,2,2024-11-23 20:00:00,Trincomalee,8.581773,81.21463,861.95,18837.14,14433,82,1,shopping,cloudy,0
tourist_6042,2,2024-11-23 21:00:00,Trincomalee,8.593898,81.214713,1490.28,20327.42,14433,147,1,transport,rainy,1
tourist_6042,3,2024-11-24 08:00:00,Kandy,7.290642,80.641499,2567.06,2567.06,14433,51,0,transport,sunny,0
tourist_6042,3,2024-11-24 09:00:00,Kandy,7.298574,80.640135,1233.29,3800.35,14433,77,0,food,cloudy,0
tourist_6042,3,2024-11-24 10:00:00,Kandy,7.28348,80.632754,1175.26,4975.61,14433,157,0,transport,rainy,0
tourist_6042,3,2024-11-24 11:00:00,Kandy,7.286224,80.640139,682.19,5657.8,14433,36,0,sightseeing,sunny,0
tourist_6042,3,2024-11-24 12:00:00,Kandy,7.299187,80.630782,2886.09,8543.89,14433,141,0,transport,rainy,0
tourist_6042,3,2024-11-24 13:00:00,Kandy,7.292175,80.643552,2358.17,10902.06,14433,171,0,food,cloudy,0
tourist_6042,3,2024-11-24 14:00:00,Kandy,7.292605,80.643216,2661.11,13563.17,14433,16,0,accommodation,sunny,0
tourist_6042,3,2024-11-24 15:00:00,Kandy,7.284855,80.627422,2707.52,16270.69,14433,151,1,accommodation,sunny,0
tourist_6042,3,2024-11-24 16:00:00,Kandy,7.289214,80.633469,2111.02,18381.71,14433,176,1,sightseeing,cloudy,0
tourist_6042,3,2024-11-24 17:00:00,Kandy,7.28126,80.63191,1679.98,20061.69,14433,32,1,shopping,rainy,0
tourist_6042,3,2024-11-24 18:00:00,Kandy,7.290979,80.623838,2637.92,22699.61,14433,77,1,sightseeing,cloudy,1
tourist_6042,3,2024-11-24 19:00:00,Kandy,7.282544,80.634874,428.9,23128.51,14433,145,1,shopping,sunny,0
tourist_6042,3,2024-11-24 20:00:00,Kandy,7.28621,80.628867,656.22,23784.73,14433,89,1,food,rainy,0
tourist_6042,3,2024-11-24 21:00:00,Kandy,7.297038,80.63554,652.79,24437.52,14433,68,1,transport,rainy,0
tourist_5450,1,2024-05-12 08:00:00,Kandy,7.289637,80.626429,1384.01,1384.01,14066,124,0,shopping,cloudy,0
tourist_5450,1,2024-05-12 09:00:00,Kandy,7.289918,80.63424,913.37,2297.38,14066,126,0,food,sunny,0
tourist_5450,1,2024-05-12 10:00:00,Kandy,7.29267,80.626331,2353.47,4650.85,14066,47,0,accommodation,sunny,0
tourist_5450,1,2024-05-12 11:00:00,Kandy,7.280658,80.626214,977.38,5628.23,14066,115,0,accommodation,cloudy,0
tourist_5450,1,2024-05-12 12:00:00,Kandy,7.286072,80.642687,2335.67,7963.9,14066,56,0,transport,sunny,0
tourist_5450,1,2024-05-12 13:00:00,Kandy,7.291753,80.624905,1328.2,9292.1,14066,54,0,food,sunny,0
tourist_5450,1,2024-05-12 14:00:00,Kandy,7.281966,80.638298,1230.96,10523.06,14066,57,0,shopping,sunny,0
tourist_5450,1,2024-05-12 15:00:00,Kandy,7.290725,80.642786,2127.81,12650.87,14066,125,0,accommodation,cloudy,0
tourist_5450,1,2024-05-12 16:00:00,Kandy,7.294659,80.626068,2025.63,14676.5,14066,140,1,accommodation,sunny,0
tourist_5450,1,2024-05-12 17:00:00,Kandy,7.286827,80.628053,2365.92,17042.42,14066,177,1,transport,cloudy,0
tourist_5450,1,2024-05-12 18:00:00,Kandy,7.297405,80.626962,710.91,17753.33,14066,57,1,sightseeing,sunny,0
tourist_5450,1,2024-05-12 19:00:00,Kandy,7.285836,80.623998,1403.97,19157.3,14066,46,1,accommodation,sunny,1
tourist_5450,1,2024-05-12 20:00:00,Kandy,7.281599,80.637525,1372.89,20530.19,14066,24,1,sightseeing,rainy,0
tourist_5450,1,2024-05-12 21:00:00,Kandy,7.297514,80.632417,1906.39,22436.58,14066,167,1,transport,rainy,1
tourist_5450,2,2024-05-13 08:00:00,Sigiriya,7.957373,80.764107,482.47,482.47,14066,15,0,shopping,rainy,0
tourist_5450,2,2024-05-13 09:00:00,Sigiriya,7.964104,80.761317,2608.8,3091.27,14066,161,0,shopping,cloudy,0
tourist_5450,2,2024-05-13 10:00:00,Sigiriya,7.9479,80.759269,765.24,3856.51,14066,39,0,transport,sunny,0
tourist_5450,2,2024-05-13 11:00:00,Sigiriya,7.964068,80.768914,722.97,4579.48,14066,74,0,shopping,rainy,0
tourist_5450,2,2024-05-13 12:00:00,Sigiriya,7.95429,80.76374,401.08,4980.56,14066,91,0,transport,rainy,0
tourist_5450,2,2024-05-13 13:00:00,Sigiriya,7.962187,80.753617,612.32,5592.88,14066,148,0,transport,cloudy,0
tourist_5450,2,2024-05-13 14:00:00,Sigiriya,7.960751,80.767167,2822.95,8415.83,14066,112,0,transport,sunny,0
tourist_5450,2,2024-05-13 15:00:00,Sigiriya,7.957268,80.757217,1956.19,10372.02,14066,129,0,transport,sunny,0
tourist_5450,2,2024-05-13 16:00:00,Sigiriya,7.962775,80.750475,1236.35,11608.37,14066,180,0,food,rainy,0
tourist_5450,2,2024-05-13 17:00:00,Sigiriya,7.95921,80.756764,435.55,12043.92,14066,61,0,shopping,rainy,0
tourist_5450,2,2024-05-13 18:00:00,Sigiriya,7.964475,80.754152,2699.0,14742.92,14066,79,1,transport,sunny,1
tourist_5450,2,2024-05-13 19:00:00,Sigiriya,7.964128,80.763134,464.06,15206.98,14066,92,1,sightseeing,rainy,1
tourist_5450,2,2024-05-13 20:00:00,Sigiriya,7.953502,80.753472,545.69,15752.67,14066,163,1,food,cloudy,1
tourist_5450,2,2024-05-13 21:00:00,Sigiriya,7.954328,80.765777,266.19,16018.86,14066,108,1,transport,cloudy,0
tourist_5450,3,2024-05-14 08:00:00,Mirissa,5.947948,80.479095,286.47,286.47,14066,127,0,sightseeing,cloudy,0
tourist_5450,3,2024-05-14 09:00:00,Mirissa,5.946415,80.478067,1761.43,2047.9,14066,104,0,sightseeing,cloudy,0
tourist_5450,3,2024-05-14 10:00:00,Mirissa,5.957391,80.480584,270.8,2318.7,14066,135,0,food,rainy,0
tourist_5450,3,2024-05-14 11:00:00,Mirissa,5.941702,80.476732,705.91,3024.61,14066,101,0,food,sunny,0
tourist_5450,3,2024-05-14 12:00:00,Mirissa,5.953506,80.470605,2753.15,5777.76,14066,171,0,accommodation,cloudy,0
tourist_5450,3,2024-05-14 13:00:00,Mirissa,5.949036,80.466919,1915.99,7693.75,14066,117,0,accommodation,cloudy,0
tourist_5450,3,2024-05-14 14:00:00,Mirissa,5.947532,80.47106,374.9,8068.65,14066,100,0,transport,sunny,0
tourist_5450,3,2024-05-14 15:00:00,Mirissa,5.948341,80.462053,689.45,8758.1,14066,54,0,transport,rainy,0
tourist_5450,3,2024-05-14 16:00:00,Mirissa,5.951084,80.467537,2647.96,11406.06,14066,35,0,food,sunny,0
tourist_5450,3,2024-05-14 17:00:00,Mirissa,5.956938,80.474873,1270.93,12676.99,14066,158,0,transport,rainy,0
tourist_5450,3,2024-05-14 18:00:00,Mirissa,5.950232,80.472294,2021.52,14698.51,14066,125,1,sightseeing,rainy,0
tourist_5450,3,2024-05-14 19:00:00,Mirissa,5.953803,80.468182,557.45,15255.96,14066,30,1,shopping,cloudy,1
tourist_5450,3,2024-05-14 20:00:00,Mirissa,5.944013,80.469893,2698.92,17954.88,14066,145,1,transport,cloudy,0
tourist_5450,3,2024-05-14 21:00:00,Mirissa,5.941626,80.462208,1836.22,19791.1,14066,171,1,accommodation,cloudy,1
tourist_5450,4,2024-05-15 08:00:00,Ella,6.873487,81.04831,2489.67,2489.67,14066,112,0,food,rainy,0
tourist_5450,4,2024-05-15 09:00:00,Ella,6.873146,81.053928,2657.04,5146.71,14066,142,0,accommodation,cloudy,0
tourist_5450,4,2024-05-15 10:00:00,Ella,6.876218,81.044858,2860.29,8007.0,14066,34,0,food,rainy,0
tourist_5450,4,2024-05-15 11:00:00,Ella,6.862498,81.041739,2492.29,10499.29,14066,63,0,sightseeing,cloudy,0
tourist_5450,4,2024-05-15 12:00:00,Ella,6.873875,81.0444,2739.77,13239.06,14066,45,0,food,cloudy,0
tourist_5450,4,2024-05-15 13:00:00,Ella,6.87444,81.049646,1908.65,15147.71,14066,62,1,transport,rainy,0
tourist_5450,4,2024-05-15 14:00:00,Ella,6.869646,81.036691,1813.8,16961.51,14066,39,1,sightseeing,cloudy,1
tourist_5450,4,2024-05-15 15:00:00,Ella,6.876115,81.042532,1817.42,18778.93,14066,112,1,food,sunny,1
tourist_5450,4,2024-05-15 16:00:00,Ella,6.867027,81.046167,1838.79,20617.72,14066,149,1,accommodation,cloudy,1
tourist_5450,4,2024-05-15 17:00:00,Ella,6.872213,81.038301,1421.67,22039.39,14066,61,1,food,rainy,1
tourist_5450,4,2024-05-15 18:00:00,Ella,6.865826,81.041705,472.88,22512.27,14066,35,1,shopping,sunny,1
tourist_5450,4,2024-05-15 19:00:00,Ella,6.864369,81.039343,1108.53,23620.8,14066,121,1,food,sunny,1
tourist_5450,4,2024-05-15 20:00:00,Ella,6.875866,81.055287,2144.77,25765.57,14066,19,1,accommodation,cloudy,1
tourist_5450,4,2024-05-15 21:00:00,Ella,6.862644,81.055811,2690.55,28456.12,14066,65,1,food,sunny,1
tourist_5450,5,2024-05-16 08:00:00,Trincomalee,8.577521,81.21134,1203.56,1203.56,14066,160,0,accommodation,cloudy,0
tourist_5450,5,2024-05-16 09:00:00,Trincomalee,8.590638,81.217421,675.7,1879.26,14066,79,0,accommodation,sunny,0
tourist_5450,5,2024-05-16 10:00:00,Trincomalee,8.580749,81.212306,1670.48,3549.74,14066,160,0,accommodation,rainy,0
tourist_5450,5,2024-05-16 11:00:00,Trincomalee,8.591207,81.218731,2770.13,6319.87,14066,59,0,accommodation,cloudy,0
tourist_5450,5,2024-05-16 12:00:00,Trincomalee,8.581977,81.220266,269.78,6589.65,14066,131,0,food,sunny,0
tourist_5450,5,2024-05-16 13:00:00,Trincomalee,8.58761,81.215022,1984.28,8573.93,14066,65,0,sightseeing,sunny,0
tourist_5450,5,2024-05-16 14:00:00,Trincomalee,8.585044,81.217127,2167.19,10741.12,14066,102,0,shopping,cloudy,0
tourist_5450,5,2024-05-16 15:00:00,Trincomalee,8.594494,81.220499,1384.43,12125.55,14066,103,0,food,cloudy,0
tourist_5450,5,2024-05-16 16:00:00,Trincomalee,8.593988,81.222577,362.47,12488.02,14066,165,0,shopping,sunny,0
tourist_5450,5,2024-05-16 17:00:00,Trincomalee,8.577498,81.220603,2784.96,15272.98,14066,25,1,sightseeing,cloudy,1
tourist_5450,5,2024-05-16 18:00:00,Trincomalee,8.593198,81.210854,2504.78,17777.76,14066,97,1,food,cloudy,0
tourist_5450,5,2024-05-16 19:00:00,Trincomalee,8.586892,81.209975,2296.58,20074.34,14066,124,1,accommodation,sunny,0
tourist_5450,5,2024-05-16 20:00:00,Trincomalee,8.592821,81.212575,221.88,20296.22,14066,149,1,shopping,sunny,0
tourist_5450,5,2024-05-16 21:00:00,Trincomalee,8.582328,81.210667,2942.71,23238.93,14066,130,1,sightseeing,rainy,1
tourist_6965,1,2024-01-05 08:00:00,Colombo,6.920788,79.860122,1957.86,1957.86,9715,68,0,shopping,rainy,0
tourist_6965,1,2024-01-05 09:00:00,Colombo,6.929523,79.853781,383.02,2340.88,9715,112,0,sightseeing,rainy,0
tourist_6965,1,2024-01-05 10:00:00,Colombo,6.934257,79.86639,2235.96,4576.84,9715,122,0,accommodation,rainy,0
